name,album,release_date,track_number,id,uri
You Belong With Me,Fearless (International Version),2008-11-11,6,7G6TDmGJXDoBaV6NGj3Yic,spotify:track:7G6TDmGJXDoBaV6NGj3Yic
Breathe,Fearless (International Version),2008-11-11,7,0qsSmObOgBZfuMIwfAQDBP,spotify:track:0qsSmObOgBZfuMIwfAQDBP
Tell Me Why,Fearless (International Version),2008-11-11,8,6vLpy7UPYuOa75Bkqocrcw,spotify:track:6vLpy7UPYuOa75Bkqocrcw
You're Not Sorry,Fearless (International Version),2008-11-11,9,4N419mmxYybTfAECy5j4dw,spotify:track:4N419mmxYybTfAECy5j4dw
The Way I Loved You,Fearless (International Version),2008-11-11,10,04LDcz3RX1P5sIlzQGqgUN,spotify:track:04LDcz3RX1P5sIlzQGqgUN
Forever & Always,Fearless (International Version),2008-11-11,11,3yuOL0jFnVR8tizZzNNo0F,spotify:track:3yuOL0jFnVR8tizZzNNo0F
The Best Day,Fearless (International Version),2008-11-11,12,7G9D32Kx7hdQ9Uga1V4VXm,spotify:track:7G9D32Kx7hdQ9Uga1V4VXm
Change,Fearless (International Version),2008-11-11,13,493jXNrYmXPCMbSJvVRYLk,spotify:track:493jXNrYmXPCMbSJvVRYLk
Our Song - International Mix,Fearless (International Version),2008-11-11,14,5Ct2PYPUSogyWvbV40k9Bf,spotify:track:5Ct2PYPUSogyWvbV40k9Bf
Teardrops On My Guitar - International Mix,Fearless (International Version),2008-11-11,15,2RM02ladxD5mgdrlAwh3h9,spotify:track:2RM02ladxD5mgdrlAwh3h9
Should've Said No - International Mix,Fearless (International Version),2008-11-11,16,2gwvtlwlKhvkfjz7Fcb6Yk,spotify:track:2gwvtlwlKhvkfjz7Fcb6Yk
Love Story - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,1,4RBKAqJ3qyvvriDG0s9IJ3,spotify:track:4RBKAqJ3qyvvriDG0s9IJ3
Fearless - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,2,5g7RMU3cV7zXWH244BLe7G,spotify:track:5g7RMU3cV7zXWH244BLe7G
Beautiful Eyes - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,3,4aBW31cmkA7BLColUsMEeZ,spotify:track:4aBW31cmkA7BLColUsMEeZ
Untouchable - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,4,4MbHDiHQjhmoVAV75G04Ql,spotify:track:4MbHDiHQjhmoVAV75G04Ql
Teardrops On My Guitar - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,5,4DjevQhsPWULcondN4mRh5,spotify:track:4DjevQhsPWULcondN4mRh5
Picture To Burn - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,6,7EvU9pRoJ9Xs7anx0P7tEc,spotify:track:7EvU9pRoJ9Xs7anx0P7tEc
Should've Said No - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,7,5a9hUL6ZuiagZhazwrtwHF,spotify:track:5a9hUL6ZuiagZhazwrtwHF
Change - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,8,69o9kr9UexjzeZDE8yD8dQ,spotify:track:69o9kr9UexjzeZDE8yD8dQ
Tim McGraw,Taylor Swift (Deluxe Edition),2006-10-24,1,2Fn01AIMyHbha2ceNQeOqw,spotify:track:2Fn01AIMyHbha2ceNQeOqw
Picture To Burn,Taylor Swift (Deluxe Edition),2006-10-24,2,4BYejINgfZF0qKDMEH2cim,spotify:track:4BYejINgfZF0qKDMEH2cim
Teardrops On My Guitar - Radio Single Remix,Taylor Swift (Deluxe Edition),2006-10-24,3,2TF4UtYreqNbQ6Z9AccldU,spotify:track:2TF4UtYreqNbQ6Z9AccldU
A Place in this World,Taylor Swift (Deluxe Edition),2006-10-24,4,1oR4MUBpyNrAViC8wPNpfm,spotify:track:1oR4MUBpyNrAViC8wPNpfm
Cold As You,Taylor Swift (Deluxe Edition),2006-10-24,5,569sXXQ7t0jSdqHooi2yqs,spotify:track:569sXXQ7t0jSdqHooi2yqs
The Outside,Taylor Swift (Deluxe Edition),2006-10-24,6,5Tj2MqcFMf60CaGsKbM1aq,spotify:track:5Tj2MqcFMf60CaGsKbM1aq
Tied Together with a Smile,Taylor Swift (Deluxe Edition),2006-10-24,7,2zzxwmoOBnXDT0KnJsoIWk,spotify:track:2zzxwmoOBnXDT0KnJsoIWk
Stay Beautiful,Taylor Swift (Deluxe Edition),2006-10-24,8,41sjzdjScVwnxnxADElts6,spotify:track:41sjzdjScVwnxnxADElts6
Should've Said No,Taylor Swift (Deluxe Edition),2006-10-24,9,6CdaXOq1MWe2JHDalTG01d,spotify:track:6CdaXOq1MWe2JHDalTG01d
Mary's Song (Oh My My My),Taylor Swift (Deluxe Edition),2006-10-24,10,2O8sogKJCfVZ4rotBv1vVF,spotify:track:2O8sogKJCfVZ4rotBv1vVF
Our Song,Taylor Swift (Deluxe Edition),2006-10-24,11,1j6gmK6u4WNI33lMZ8dC1s,spotify:track:1j6gmK6u4WNI33lMZ8dC1s
I'm Only Me When I'm With You,Taylor Swift (Deluxe Edition),2006-10-24,12,7CzxXgQXurKZCyHz9ufbo1,spotify:track:7CzxXgQXurKZCyHz9ufbo1
Invisible,Taylor Swift (Deluxe Edition),2006-10-24,13,1k3PzDNjg38cWqOvL4M9vq,spotify:track:1k3PzDNjg38cWqOvL4M9vq
A Perfectly Good Heart,Taylor Swift (Deluxe Edition),2006-10-24,14,0YgHuReCSPwTXYny7isLja,spotify:track:0YgHuReCSPwTXYny7isLja
Teardrops on My Guitar - Pop Version,Taylor Swift (Deluxe Edition),2006-10-24,15,1hxLyjC9D9Jpw6EAPKqWv4,spotify:track:1hxLyjC9D9Jpw6EAPKqWv4
